Air Quality,PM2.5,PM10,NO2,SO2,CO
0,5.0,10.8,15.5,3.4,0.88
2,20.5,30.6,29.1,9.5,1.8
0,14.3,19.5,22.6,5.5,0.88
3,45.0,59.2,33.9,13.0,2.21
0,16.2,23.2,19.9,8.0,0.88
0,4.4,11.0,26.4,3.4,1.05
3,13.8,27.3,30.5,20.6,1.79
2,2.9,13.8,23.4,7.2,1.76
1,42.7,72.1,42.5,33.9,2.46
2,51.5,73.1,20.7,16.8,1.63
0,8.2,13.6,21.8,5.2,1.14
0,0.3,5.1,16.1,5.7,0.99
0,4.3,9.3,20.0,5.4,1.16
0,13.6,21.9,13.1,7.2,1.22
2,4.7,16.8,21.6,13.0,1.3
0,3.4,11.8,17.2,7.7,0.84
3,8.5,29.2,36.6,16.3,1.64
3,23.7,42.8,32.2,19.1,2.15
0,2.8,9.8,15.3,4.4,0.83
2,16.8,22.6,24.8,4.0,1.21
2,17.0,31.9,27.1,9.3,1.54
0,0.8,9.4,15.0,1.9,0.86
0,1.4,6.7,20.1,4.3,1.1
2,34.2,50.5,34.5,8.0,1.49
3,35.4,53.4,31.2,23.4,1.73
2,4.4,12.0,27.0,7.7,1.23
0,10.2,15.8,14.2,5.0,1.03
1,28.8,37.8,50.0,16.0,2.66
0,42.2,46.7,19.0,3.0,0.94
0,0.2,4.5,19.6,5.5,1.06
2,12.8,21.0,23.4,10.6,1.65
0,2.5,4.3,16.8,6.5,0.98
0,26.3,34.7,16.5,6.6,0.92
2,2.5,17.0,35.5,10.3,1.63
1,89.8,106.8,27.3,29.6,2.39
0,28.6,39.6,16.2,8.7,0.76
0,2.0,7.0,23.7,7.9,0.92
0,18.2,23.0,22.1,5.9,1.03
0,12.5,17.2,18.8,5.2,1.0
2,75.4,82.5,22.7,19.2,1.55
0,24.7,31.1,13.8,7.2,1.01
3,2.8,14.8,26.7,15.2,1.88
3,15.5,25.1,33.3,17.7,2.27
0,27.3,33.4,12.1,8.3,0.9
3,9.2,17.9,29.2,18.0,2.16
0,22.5,25.3,19.6,5.8,0.99
3,4.5,31.9,39.5,0.7,1.99
2,18.1,29.6,24.6,11.3,1.73
0,11.6,16.3,11.2,3.0,1.06
3,10.5,31.9,30.7,21.5,2.94
3,75.0,83.0,34.9,1.6,2.35
3,5.6,19.8,28.7,19.1,2.02
3,18.5,24.7,38.4,33.9,2.48
2,9.4,17.5,21.0,12.1,1.41
0,13.8,25.0,17.5,6.9,1.09
2,11.0,22.4,25.2,14.7,1.35
3,0.7,27.3,29.7,23.8,2.18
2,15.7,28.5,28.9,17.2,1.58
3,27.5,38.8,28.9,21.3,2.18
0,4.1,5.7,12.7,4.3,0.89
0,4.2,7.6,23.8,5.8,1.02
2,17.5,29.2,18.7,11.8,1.45
0,28.3,35.6,20.3,4.3,0.94
0,2.6,6.5,23.8,6.4,0.99
1,67.9,68.3,48.6,23.2,2.29
0,34.7,39.4,21.6,4.5,0.85
0,1.7,8.4,24.8,4.9,1.08
2,18.2,25.4,15.5,10.9,1.08
0,12.0,17.6,25.9,7.2,1.06
3,3.4,6.2,34.9,24.1,1.74
2,35.3,30.1,28.7,6.4,1.1
3,5.8,11.7,35.4,25.2,2.33
2,14.6,20.6,28.4,6.4,1.36
3,9.6,29.6,28.4,13.7,2.17
3,8.9,28.9,32.5,16.6,1.8
2,7.0,9.5,31.4,7.8,1.68
0,0.3,5.2,18.7,7.0,0.86
0,38.8,43.0,15.1,6.2,1.15
0,4.0,8.8,21.1,9.1,0.95
0,9.4,17.0,15.5,6.4,0.89
1,42.0,61.6,38.7,32.5,2.39
2,5.2,7.2,30.1,18.6,1.65
0,7.7,14.1,18.6,6.7,0.99
2,7.1,19.8,27.7,4.1,1.19
2,14.5,24.8,27.9,15.9,1.59
0,16.4,20.3,23.3,9.4,0.84
2,1.1,14.4,32.2,13.1,1.54
2,44.5,52.2,29.5,15.4,1.49
3,5.6,28.7,44.0,24.8,2.39
2,5.8,20.6,25.7,11.9,1.46
3,98.3,118.1,34.8,13.4,1.76
0,34.2,38.7,28.2,5.9,1.02
2,2.4,14.3,29.8,10.6,1.04
3,11.4,31.9,27.9,18.5,2.0
2,14.3,17.4,19.6,6.4,1.59
0,9.2,14.6,15.9,3.5,0.93
2,14.5,19.5,27.0,9.3,1.47
3,15.0,35.5,34.2,8.1,2.05
0,6.7,11.1,13.7,7.1,0.93
3,2.3,10.9,33.5,14.1,2.04
0,11.7,16.9,18.6,7.0,1.01
0,7.8,12.5,21.6,4.5,0.94
2,16.6,21.8,20.2,5.7,1.73
0,12.3,16.1,24.8,3.1,0.99
1,168.6,185.0,47.0,28.8,1.99
2,37.3,53.1,27.8,11.8,1.65
2,3.1,13.0,23.3,10.1,1.76
0,3.5,7.3,25.3,4.6,1.37
3,13.7,22.2,29.8,10.1,1.74
0,15.6,17.9,17.7,2.9,1.02
3,120.5,139.6,41.6,5.3,1.88
0,6.2,13.3,22.0,6.6,0.9
0,7.5,11.7,21.2,4.0,0.88
2,20.4,34.7,31.8,9.5,1.4
0,1.0,7.7,18.8,3.2,1.05
3,15.8,34.2,29.7,18.3,1.56
2,4.4,12.5,31.9,11.2,1.69
0,26.9,33.8,16.6,6.0,0.91
1,115.9,153.7,37.6,23.6,2.96
1,42.9,58.7,40.4,29.7,3.34
0,8.6,11.8,17.2,4.8,1.1
0,19.1,21.7,25.0,9.2,1.15
1,149.7,183.1,33.8,7.6,1.12
0,1.5,6.1,23.4,7.0,1.1
0,1.3,3.1,15.1,5.0,0.83
0,30.4,35.6,28.8,5.0,0.86
2,10.5,18.7,30.4,10.5,1.71
0,11.2,15.3,12.5,6.6,0.99
0,9.5,17.4,25.8,4.4,0.83
0,4.2,10.4,22.1,-0.1,0.95
2,6.7,24.3,28.7,12.4,1.34
2,1.0,9.2,24.8,2.7,1.64
1,25.9,44.1,41.7,15.9,2.35
2,12.6,18.9,30.5,9.5,1.65
2,28.9,38.3,31.0,7.0,1.64
2,21.5,37.8,21.6,11.1,1.68
0,4.9,8.1,24.6,3.6,0.97
0,4.2,8.8,12.1,3.9,0.92
2,7.9,25.2,26.4,11.4,1.39
2,3.3,13.0,23.6,14.5,1.22
2,20.8,30.1,26.9,11.6,1.39
2,49.1,56.2,23.1,10.2,1.49
0,0.0,2.2,15.1,6.8,1.13
3,9.8,30.2,29.3,13.4,1.54
3,16.9,36.9,40.0,25.8,2.3
0,9.2,14.7,17.1,1.3,0.88
0,16.9,24.5,16.6,3.4,1.06
1,61.9,84.7,37.6,19.6,3.03
3,21.9,33.1,30.7,19.9,2.3
2,45.9,52.9,19.0,10.9,1.79
0,33.8,40.2,13.1,3.6,1.16
2,1.5,9.5,23.4,8.2,1.39
0,11.1,18.3,19.5,5.1,1.02
2,6.0,15.9,21.0,12.3,1.78
2,11.8,24.0,28.6,9.0,1.07
0,3.9,8.2,22.8,0.2,1.17
0,1.2,7.0,13.6,6.1,0.98
2,22.8,31.7,34.3,10.9,1.46
2,5.1,10.5,28.3,7.2,1.31
0,11.0,14.6,12.2,4.4,0.95
0,0.8,7.3,21.7,5.8,0.91
2,8.5,16.8,29.4,10.3,1.3
3,9.5,25.1,38.2,19.9,1.69
3,75.3,89.9,30.1,10.8,2.18
0,1.1,6.0,14.1,5.6,1.04
0,1.0,4.5,13.1,2.7,1.09
3,15.8,31.3,26.2,11.0,2.43
3,12.6,27.3,41.2,9.1,1.91
0,2.5,5.7,20.6,6.0,0.92
2,40.9,48.4,21.3,8.8,1.64
0,18.1,24.7,12.8,4.6,1.05
0,5.7,12.1,21.5,6.1,0.85
3,37.5,64.1,34.3,5.6,1.75
3,7.0,21.6,36.2,13.8,1.75
0,6.5,9.8,22.9,5.0,1.09
0,18.9,26.4,19.9,7.3,1.0
3,3.5,19.9,46.0,18.4,2.08
0,10.6,18.8,15.6,6.2,1.0
0,12.1,14.6,25.5,4.5,1.06
0,10.5,13.8,17.1,6.3,1.03
3,54.1,72.7,30.6,25.1,1.52
2,25.1,31.7,26.0,10.3,1.48
2,16.8,28.7,30.0,8.2,1.64
2,30.9,45.9,21.7,7.4,1.08
2,24.6,35.1,23.5,12.3,1.53
2,39.1,50.7,33.0,9.8,1.43
0,0.1,6.4,13.0,4.7,0.97
2,53.5,65.2,22.0,11.4,1.54
2,6.7,16.6,24.2,10.1,1.63
0,29.5,34.0,17.0,5.9,1.06
1,103.3,114.9,48.6,25.6,2.23
0,5.7,8.5,26.4,2.9,1.15
0,10.7,15.9,26.5,3.8,1.3
0,20.4,25.9,24.7,2.8,0.83
0,4.6,14.4,20.0,7.8,1.09
0,2.2,4.3,12.2,1.8,0.87
2,4.8,18.4,33.6,5.9,1.98
0,24.9,29.8,23.5,6.1,1.08
0,21.8,29.6,14.6,5.3,0.89
0,2.0,2.3,20.5,5.9,1.03
0,2.2,7.6,20.9,3.6,1.04
3,87.4,113.0,37.8,16.0,2.07
1,82.5,101.4,41.3,24.7,2.46
3,29.3,38.6,32.9,18.3,2.14
2,113.9,126.4,36.9,13.2,1.53
2,5.1,17.0,30.5,11.7,1.35
0,1.5,8.1,22.2,6.0,1.14
2,1.7,13.9,29.4,10.8,1.66
0,1.6,5.3,16.7,7.9,1.02
0,5.5,12.2,21.3,4.6,1.0
2,8.0,21.8,27.9,9.9,1.6
2,24.5,32.8,20.5,7.7,1.46
1,21.2,36.4,26.8,15.6,2.27
2,0.7,9.3,32.5,11.4,1.6
2,79.8,86.5,24.0,6.7,1.2
0,8.1,12.7,12.4,4.0,1.1
2,3.3,8.2,27.0,15.3,1.41
3,3.2,22.2,38.7,16.2,1.74
2,5.7,19.6,25.9,11.8,1.35
0,2.3,8.1,22.2,6.3,1.0
2,0.1,14.2,38.2,3.5,1.14
1,106.8,117.2,44.6,16.0,2.34
0,12.1,16.9,23.3,6.2,1.06
0,1.4,4.7,21.1,5.6,1.07
1,44.9,62.7,50.5,9.1,2.37
0,8.8,14.1,23.1,1.9,0.99
0,11.5,16.7,13.4,3.6,0.88
2,39.5,54.9,28.7,7.3,1.37
2,31.2,46.1,32.8,10.5,1.48
3,59.1,82.6,33.7,9.4,1.7
3,23.0,42.3,35.2,17.2,1.79
2,80.4,93.2,19.7,12.8,1.66
0,7.9,13.5,14.3,5.0,0.89
3,39.3,62.4,25.9,10.8,2.37
0,21.0,22.0,26.8,6.1,0.88
3,53.4,57.2,34.9,14.6,1.81
2,45.4,61.4,27.4,5.2,1.43
0,3.3,8.3,26.3,5.6,0.97
0,1.2,9.1,20.1,7.2,0.89
0,14.4,21.1,22.5,5.0,0.96
2,47.3,61.1,32.0,8.7,1.23
0,0.6,5.3,20.0,6.9,1.02
0,2.5,6.8,22.8,7.1,1.17
3,4.4,19.3,32.0,14.8,2.18
0,13.9,21.6,20.0,5.9,1.11
0,4.8,8.5,24.4,5.1,1.0
2,3.6,10.8,34.6,14.0,1.09
0,7.4,8.4,24.9,4.9,1.02
3,35.6,44.6,34.2,24.1,2.17
2,52.5,65.4,32.5,5.0,1.59
3,14.7,36.2,42.8,0.1,2.31
3,12.8,37.3,24.7,13.0,1.75
3,11.3,26.7,28.3,21.9,2.04
3,4.1,16.2,32.0,2.6,1.83
0,3.8,7.0,20.0,6.6,0.88
0,8.5,13.2,27.2,6.6,0.95
2,27.8,37.1,19.9,8.1,1.98
0,7.8,11.7,14.7,4.8,0.76
2,19.0,27.4,20.5,13.8,1.49
0,19.0,26.3,19.7,8.1,1.0
1,6.6,31.9,54.9,11.8,2.19
2,28.5,38.8,26.4,4.1,1.63
0,16.1,22.3,19.3,3.7,0.98
0,1.7,7.6,13.1,5.4,0.83
2,4.4,16.6,18.2,10.9,1.37
0,0.1,5.2,23.1,6.4,0.99
3,26.6,42.7,26.8,9.0,2.4
1,62.8,89.8,42.7,21.8,2.47
3,13.8,22.2,31.0,9.1,1.97
0,16.3,24.1,10.6,6.8,1.19
0,8.8,12.7,14.1,4.3,0.94
0,3.6,10.7,28.0,3.1,1.06
0,10.4,11.7,11.8,4.9,1.0
2,18.4,18.5,28.5,2.2,1.17
3,40.5,56.8,31.3,18.7,1.86
1,51.6,74.0,36.4,37.6,2.3
0,17.2,27.6,15.5,7.1,1.15
0,7.0,15.8,18.5,0.8,1.09
0,0.5,5.2,24.3,2.6,1.0
0,14.1,19.9,14.4,9.7,0.98
3,135.1,144.6,36.7,20.0,2.12
3,31.6,52.5,24.3,13.6,2.34
2,14.3,22.6,32.7,13.6,1.86
2,10.9,29.8,19.6,6.9,1.47
3,22.0,38.7,35.0,9.9,2.1
0,15.9,22.9,16.0,8.3,1.07
2,17.5,36.0,27.6,17.5,1.51
2,2.8,15.5,24.4,9.0,1.57
3,18.0,32.4,44.1,16.1,1.64
0,5.0,9.5,20.9,2.5,0.98
3,38.7,45.3,29.0,11.5,1.37
3,21.3,36.9,33.6,24.0,2.03
0,14.2,20.1,23.5,3.2,1.23
0,4.7,11.8,13.7,2.5,0.94
0,34.2,40.9,26.1,7.2,1.13
0,4.9,11.5,22.9,8.8,0.98
0,3.3,6.1,11.3,5.3,0.82
3,12.2,37.4,40.5,19.5,1.89
2,8.8,20.2,33.2,9.2,1.23
2,12.9,17.8,26.2,13.8,1.65
3,11.8,37.1,29.1,17.0,1.91
1,29.4,59.3,38.7,18.5,1.79
0,12.9,15.2,21.9,4.9,0.99
3,5.3,19.4,29.2,10.6,2.25
0,2.8,6.3,27.8,7.9,0.91
3,7.0,14.0,31.1,9.1,1.77
2,27.9,40.8,17.3,7.3,1.36
1,9.7,27.6,47.8,10.1,2.58
2,4.6,15.3,29.6,9.6,1.71
2,2.2,19.5,27.8,7.9,1.77
0,9.0,14.2,19.9,9.0,1.06
3,8.6,24.1,29.1,14.0,0.99
0,0.9,6.0,22.9,5.5,0.88
0,25.6,30.9,18.7,4.6,1.09
0,1.9,6.0,24.0,8.4,1.0
0,8.8,12.2,18.7,3.2,0.85
2,7.8,18.9,22.7,11.4,1.63
2,15.7,21.5,23.8,0.7,1.54
2,7.2,17.2,18.5,5.8,1.44
1,36.7,69.0,39.7,11.9,2.49
2,6.8,20.9,17.7,12.8,1.7
2,46.9,46.9,17.9,4.0,1.46
2,5.2,15.0,14.4,0.5,1.41
2,1.1,6.0,21.8,11.4,1.77
0,23.2,25.8,13.5,5.5,0.98
3,16.4,44.9,18.8,7.1,2.25
0,0.3,4.9,24.6,4.8,1.02
0,19.3,25.4,12.9,3.2,1.13
0,10.7,14.9,11.2,2.4,1.03
3,38.4,55.7,30.8,16.4,1.45
0,1.6,4.1,20.1,3.8,1.02
0,23.3,31.0,21.2,5.1,1.04
0,54.3,60.1,14.7,9.3,1.03
0,2.8,8.6,26.9,8.4,0.96
2,2.4,8.1,24.5,4.3,1.71
0,30.3,35.3,27.8,6.6,1.03
0,5.1,10.3,14.3,5.8,0.82
2,18.2,32.5,29.2,12.9,1.4
1,52.1,80.9,35.7,10.5,2.88
2,37.3,50.0,26.0,13.6,1.34
3,29.6,50.2,37.0,11.4,1.89
0,0.2,3.9,17.9,4.5,0.95
2,8.3,18.9,21.2,16.6,1.1
2,35.5,40.7,32.2,-1.7,1.35
0,2.6,7.2,11.8,8.0,0.98
3,32.4,43.0,22.2,14.1,2.06
2,75.2,85.4,25.4,8.6,1.66
0,2.1,5.9,18.9,5.9,1.08
3,64.0,75.6,28.3,12.1,2.28
2,2.6,10.2,24.8,9.9,1.35
2,52.9,63.6,26.9,9.0,1.39
1,68.6,89.2,51.8,20.4,3.36
0,6.5,10.3,15.1,6.5,1.0
0,8.8,14.4,16.9,1.3,1.06
0,4.2,8.7,11.4,6.1,1.01
2,84.0,93.8,21.7,4.8,1.46
0,22.0,28.7,14.5,5.4,1.18
3,16.1,36.2,40.1,18.0,2.24
2,0.0,8.7,33.6,2.4,1.79
0,1.9,10.8,24.1,4.0,1.13
0,11.5,16.7,19.3,7.2,0.99
2,4.5,6.0,24.2,7.7,1.57
0,0.6,8.0,19.9,4.5,0.99
3,40.9,61.0,25.0,1.8,1.85
0,13.6,19.0,17.9,8.7,1.12
2,5.3,25.4,33.0,14.6,1.73
2,1.6,14.0,33.4,9.4,1.72
1,2.7,21.0,38.4,14.3,3.11
3,13.3,24.1,32.6,10.4,1.87
2,20.5,23.8,25.4,17.4,1.67
3,26.4,34.8,33.4,25.1,1.62
0,2.6,8.3,18.2,7.2,0.77
3,10.8,33.1,38.8,13.1,2.07
3,47.6,57.2,30.6,16.8,1.89
1,9.6,29.2,29.5,14.5,2.26
2,9.3,19.4,34.4,7.3,1.57
1,28.3,47.0,46.8,23.3,1.99
1,45.3,66.0,34.5,20.1,2.29
3,22.6,34.4,38.1,12.2,1.77
3,53.4,66.4,42.4,23.0,2.19
2,3.2,15.6,26.6,4.9,1.6
0,25.8,33.6,21.1,6.7,1.06
2,30.3,48.8,30.8,11.8,1.12
1,27.8,56.5,43.4,23.8,2.95
0,27.0,32.5,18.0,5.1,1.04
0,13.6,10.7,23.6,5.0,0.99
2,6.8,22.0,19.5,15.0,1.4
0,9.5,14.1,25.4,6.2,1.03
1,6.9,30.9,37.1,16.4,2.45
3,14.7,20.5,36.6,14.2,1.53
0,9.0,14.2,15.8,4.5,1.16
0,16.4,18.6,16.7,5.8,1.1
0,3.4,8.8,22.1,5.1,0.85
0,16.2,18.9,15.9,6.3,1.05
0,1.6,6.7,16.1,3.8,1.06
2,5.0,12.2,19.3,20.0,1.5
0,1.2,4.0,23.4,3.1,1.03
0,5.5,10.7,26.4,4.1,0.8
2,11.0,19.6,21.2,9.0,1.33
3,5.0,19.4,25.1,7.4,2.27
3,2.4,16.6,30.0,12.2,2.08
0,7.6,8.9,23.4,4.2,1.11
0,0.3,6.6,16.8,3.9,1.22
2,4.0,16.3,30.0,11.1,1.55
1,104.7,108.8,43.9,31.4,3.08
2,128.5,138.4,27.9,4.9,1.17
3,14.5,27.0,31.2,19.5,2.11
0,0.2,4.6,15.3,5.7,1.06
3,59.9,82.8,30.5,18.0,1.98
0,2.2,5.6,23.1,5.9,1.09
0,3.8,11.4,13.6,7.5,1.02
0,18.8,25.7,15.0,2.2,1.02
3,3.0,12.3,32.2,5.5,1.38
2,5.4,10.9,26.2,12.9,1.32
2,29.2,40.7,32.6,8.8,1.74
0,10.7,14.1,26.6,7.4,1.03
3,3.7,17.6,36.7,29.1,1.72
3,92.7,112.4,33.2,6.9,1.84
2,52.1,54.7,20.3,9.3,1.67
3,32.6,51.0,37.1,28.6,1.8
2,9.4,14.6,29.8,10.6,1.31
2,37.5,47.0,30.1,7.9,1.63
0,13.8,17.9,17.4,5.0,1.2
0,1.8,5.2,13.0,5.8,1.01
3,115.9,128.0,27.8,30.8,2.22
3,52.9,67.1,29.6,9.2,2.44
2,0.6,7.1,19.9,13.2,1.58
0,16.1,19.8,19.0,3.2,0.97
0,5.4,8.9,25.7,8.0,1.12
0,2.3,8.2,17.9,5.6,0.88
0,42.7,48.7,20.8,5.9,1.08
0,32.6,34.3,17.4,5.7,0.92
3,22.1,41.0,41.6,15.7,2.17
0,2.3,7.9,24.4,7.6,1.01
3,120.7,129.3,43.4,12.5,1.93
1,59.1,79.3,46.9,4.4,1.94
0,2.0,6.9,21.5,1.1,0.85
0,2.3,8.1,18.7,7.7,1.13
2,7.3,18.8,26.3,14.1,1.39
3,2.0,21.9,31.0,10.0,2.0
0,25.0,28.3,19.1,4.0,1.15
0,1.4,8.1,15.3,2.4,1.02
3,27.2,34.4,40.4,18.4,2.06
2,20.7,35.2,18.5,13.2,1.72
3,15.8,34.3,34.9,17.5,1.88
0,1.6,3.0,23.7,5.6,1.05
0,11.1,14.5,20.9,9.9,0.86
0,0.7,5.3,26.6,5.2,0.98
0,7.8,13.0,28.0,9.8,0.97
0,8.9,13.5,30.8,7.9,1.0
0,12.9,18.3,26.1,5.6,1.2
3,37.2,58.6,25.6,12.3,1.95
3,33.1,55.6,35.3,17.9,1.82
3,43.4,58.7,43.7,21.8,1.79
0,14.5,17.0,23.4,8.0,1.13
0,18.0,24.3,24.2,5.3,0.8
0,7.5,11.7,19.5,4.4,1.05
3,18.7,39.9,29.3,18.1,1.87
0,2.4,10.0,22.2,5.8,0.99
0,2.7,8.0,28.5,4.4,0.94
0,9.3,13.9,19.3,2.4,0.92
0,3.9,11.2,19.7,5.9,1.05
0,1.2,6.8,27.1,3.0,0.95
3,2.8,21.0,31.9,5.9,2.06
1,64.7,85.9,38.6,4.5,2.72
0,4.1,6.0,24.0,1.8,1.03
1,25.5,50.1,37.5,38.7,2.87
0,19.2,26.3,13.7,7.8,0.99
2,29.3,40.2,27.9,11.2,1.72
0,1.1,5.2,21.0,7.4,0.93
0,4.7,10.2,19.4,7.5,1.03
3,26.2,52.2,32.7,7.1,2.04
2,19.8,30.5,28.6,13.3,1.86
1,14.1,54.0,41.9,20.5,2.47
3,16.2,29.3,35.5,18.2,1.85
0,0.0,2.3,21.9,3.9,0.99
0,18.2,24.0,21.1,2.1,0.94
3,30.9,41.8,36.9,12.0,2.09
3,13.2,35.8,24.0,12.6,1.54
3,3.9,21.4,34.4,20.7,1.69
0,7.9,9.2,20.8,6.9,1.19
3,28.6,41.8,38.3,23.0,2.11
2,9.3,19.7,32.2,6.5,1.97
2,3.5,15.2,31.0,10.9,1.41
1,66.6,99.7,45.6,15.2,2.2
3,13.4,32.0,30.3,13.1,2.41
2,22.7,30.8,26.1,15.3,1.98
0,6.3,15.7,19.0,1.1,1.14
3,25.1,44.1,38.4,18.8,1.8
1,74.6,93.9,36.9,22.2,2.2
3,37.7,55.3,33.5,13.6,1.52
1,21.3,35.6,49.9,19.8,2.72
3,64.9,78.4,30.5,-1.9,1.93
2,6.9,16.7,29.4,7.0,1.37
0,1.6,5.1,15.1,5.9,0.99
0,2.6,7.0,19.5,6.3,1.12
0,7.9,10.6,16.8,7.8,0.9
0,18.3,25.0,23.3,4.2,0.87
2,27.6,42.3,30.9,6.3,1.79
3,4.9,16.4,14.6,12.6,1.71
2,6.8,16.3,41.3,15.3,1.57
2,8.0,19.1,28.9,1.5,1.56
3,3.4,26.7,44.6,10.2,1.75
2,3.8,12.6,29.2,-0.5,1.7
3,27.4,40.3,41.0,11.1,1.91
0,0.7,5.2,23.4,3.9,0.84
1,10.8,29.5,47.4,35.7,2.21
2,21.3,33.9,23.6,2.9,1.35
3,4.0,16.0,38.1,15.2,1.9
2,37.4,50.4,24.1,5.2,1.47
2,29.4,39.1,23.0,5.8,1.76
0,5.8,12.1,19.5,7.8,1.02
0,0.8,9.0,26.0,9.1,1.11
2,8.8,20.2,23.1,6.5,1.48
1,10.6,34.3,38.5,19.3,2.53
3,68.7,92.0,30.2,27.9,3.01
2,12.3,21.3,29.6,6.6,1.72
3,68.7,77.0,33.2,12.9,2.05
3,38.5,45.1,32.7,14.6,1.74
0,2.8,10.5,21.4,3.0,1.04
2,15.6,27.7,30.0,10.2,1.08
2,18.8,29.0,23.9,11.2,1.47
0,1.1,2.1,24.4,4.2,1.09
0,2.0,7.4,13.3,6.4,1.12
0,9.6,17.0,16.6,8.0,1.07
0,15.6,21.0,20.0,6.0,0.89
3,37.0,47.7,29.1,15.4,2.14
2,4.3,14.8,20.3,12.9,1.61
2,24.5,36.1,26.7,7.3,1.36
0,19.8,24.5,12.0,4.3,0.96
2,2.8,10.3,21.4,13.3,1.32
1,1.7,26.7,33.5,24.5,2.43
0,5.6,14.0,12.1,5.9,0.9
0,0.2,5.9,16.5,2.8,0.88
3,15.2,38.9,23.5,24.1,2.27
0,1.4,4.2,17.7,3.1,1.04
1,3.2,19.6,49.5,24.5,1.92
3,28.6,43.6,25.6,24.2,2.19
2,5.2,8.5,26.0,12.3,1.1
0,3.3,10.1,23.4,5.0,0.81
2,8.0,14.3,25.1,14.3,1.57
2,16.7,30.3,29.4,9.0,1.76
2,72.1,81.2,33.4,12.6,1.71
2,66.7,75.0,20.2,7.4,1.86
2,22.0,33.3,20.4,10.9,1.46
2,59.5,69.4,25.2,12.7,1.48
2,2.9,11.2,30.8,14.4,1.36
1,48.6,59.1,43.7,23.9,3.15
2,55.0,68.7,22.3,12.5,1.35
0,6.4,13.1,26.7,3.8,1.13
0,19.9,25.8,26.2,5.6,0.83
2,72.5,89.7,30.3,6.2,1.81
1,4.5,19.7,40.4,8.7,2.69
3,5.1,17.4,20.9,10.0,2.06
0,17.4,24.3,25.4,2.0,0.91
3,4.6,9.8,32.5,21.3,1.9
0,2.0,8.9,22.9,1.5,0.96
3,26.7,40.8,39.5,-0.2,1.62
0,6.0,9.8,26.5,7.9,1.15
1,5.4,4.6,35.0,28.2,2.68
3,13.1,26.0,33.2,18.5,2.09
1,43.6,71.4,30.7,18.7,2.92
2,28.4,38.1,29.2,15.2,1.76
0,11.2,20.6,13.5,6.4,1.05
0,31.0,35.5,18.3,4.0,0.91
2,28.4,32.2,33.5,9.0,1.74
0,6.1,9.5,25.0,4.6,1.02
0,4.1,7.2,14.3,4.0,1.1
3,35.8,48.5,33.7,23.2,2.0
0,1.1,9.2,14.1,5.2,0.72
0,1.3,7.0,15.6,3.0,0.98
3,47.8,56.7,32.4,25.1,1.71
0,17.0,23.4,28.5,10.6,0.89
0,20.5,22.9,28.3,8.7,1.03
1,17.5,42.8,37.0,19.1,2.13
3,25.8,35.6,43.0,14.6,1.96
2,4.4,11.3,27.7,11.4,1.58
2,29.7,43.7,29.5,11.6,1.6
3,29.0,47.1,24.9,10.2,2.17
2,0.6,10.8,24.7,16.2,1.25
3,30.7,32.2,42.1,19.0,2.53
2,38.4,47.6,28.4,5.5,1.24
2,7.5,24.3,23.9,15.1,1.67
0,17.0,20.6,21.2,3.3,0.92
2,21.9,32.1,29.6,1.9,1.19
0,3.7,9.6,17.6,4.5,1.0
0,3.6,8.4,20.1,2.5,0.94
0,14.0,16.6,14.5,2.3,1.17
2,47.6,59.2,27.1,12.9,1.49
2,39.5,50.1,18.8,6.9,1.38
0,4.9,11.3,21.9,4.2,1.03
0,0.5,2.0,15.4,4.4,0.81
0,11.1,15.6,16.1,5.7,0.98
2,15.0,29.6,29.0,8.3,1.38
2,2.5,14.9,33.6,10.5,1.44
0,41.9,48.4,23.5,5.3,1.02
3,25.7,35.8,39.6,4.8,1.99
0,0.2,2.7,14.5,1.5,0.92
2,29.1,39.3,22.0,10.1,1.51
0,7.4,12.9,18.8,3.9,0.89
3,39.2,60.7,33.0,18.6,1.85
3,14.9,21.4,34.1,23.9,2.01
1,47.1,76.3,34.5,18.7,2.86
0,5.1,10.9,14.6,6.4,1.13
0,4.0,9.7,24.3,5.6,0.9
0,20.3,26.8,18.9,5.7,0.72
3,29.0,38.5,33.0,25.2,1.86
0,1.7,4.8,16.1,2.4,0.95
0,5.1,14.0,14.8,2.0,1.02
3,65.0,81.4,39.1,17.1,1.6
0,73.4,81.3,11.9,3.4,0.87
0,3.8,7.7,21.1,6.9,0.82
3,4.6,15.6,37.6,21.9,2.05
2,7.0,23.0,24.2,6.6,1.83
0,3.3,7.0,12.3,5.8,0.88
2,8.9,19.0,24.6,12.6,1.41
1,204.0,221.6,44.4,12.9,3.16
3,8.0,19.3,35.6,25.8,1.72
0,4.2,9.0,28.8,5.6,1.19
1,39.8,74.7,43.3,30.7,2.55
2,34.2,38.6,20.8,7.6,1.83
0,36.2,41.4,24.8,3.3,0.91
0,13.1,17.6,18.0,2.6,1.03
1,13.0,27.3,44.6,8.7,3.35
1,1.1,21.3,43.5,1.8,2.63
0,24.3,32.4,21.5,7.5,0.96
2,22.6,31.6,25.6,7.0,1.68
3,46.9,66.7,39.0,9.2,1.83
3,44.2,56.1,21.1,5.7,1.76
2,0.3,10.3,25.0,9.9,1.62
3,4.5,22.1,37.1,11.0,2.22
1,2.4,9.5,41.7,21.5,2.34
0,1.2,9.4,25.6,8.5,0.84
0,17.3,23.2,21.2,6.8,1.1
